"Y9H_SCHID","Y9H_SCH1","Y9H_SCH2R","Y9H_SCH3R","Y9H_SCH4_1","Y9H_SCH4_2","Y9H_SCH4_3","Y9H_SCH4_4","Y9H_SCH4_5","Y9H_SCH4_6","Y9H_SCH4_7","Y9H_SCH4_8","Y9H_SCH4_9R","Y9H_SCH4_10","Y9H_SCH4_11","Y9H_SCH4_12","Y9H_SCH4_13","Y9H_SCH4_14","Y9H_SCH4_15","Y9H_SCH4_16","Y9H_SCH4_17","Y9H_SCH4_18","Y9H_SCH4_19","Y9H_SCH4_19etc","Y9H_SCH5_1","Y9H_SCH5_1_1","Y9H_SCH5_1_2","Y9H_SCH5_2","Y9H_SCH5_3","Y9H_SCH5_4","Y9H_SCH5_5","Y9H_SCH6A1","Y9H_SCH6A2","Y9H_SCH6A3","Y9H_SCH6A4","Y9H_SCH6B1","Y9H_SCH6B2","Y9H_SCH6B3","Y9H_SCH6B4","Y9H_SCH6B5","Y9H_SCH6C1","Y9H_SCH6C2","Y9H_SCH6C3","Y9H_SCH6D1","Y9H_SCH6D2","Y9H_SCH6D3","Y9H_SCH6D4","Y9H_SCH6D5","Y9H_SCH6D6","Y9H_SCH6D7","Y9H_SCH6D8","Y9H_SCH6D9","Y9H_SCH6D10","Y9H_SCH6D11","Y9H_SCH6D12","Y9H_SCH6D13","Y9H_SCH6D14","Y9H_SCH6D15","Y9H_SCH6D16","Y9H_SCH6D17","Y9H_SCH6D18","Y9H_SCH6D19","Y9H_SCH6D20","Y9H_SCH6D21","Y9H_SCH6D22","Y9H_SCH6D23","Y9H_SCH6D24","Y9H_SCH6D25","Y9H_SCH6D26","Y9H_SCH6D27","Y9H_SCH6D28","Y9H_SCH6D28etc","Y9H_SCH7_1","Y9H_SCH7_2","Y9H_SCH7_3","Y9H_SCH7_4","Y9H_SCH7_5","Y9H_SCH7_6","Y9H_SCH8_1","Y9H_SCH8_2","Y9H_SCH8_3","Y9H_SCH9_1M","Y9H_SCH9_2M","Y9H_SCH9_3M","Y9H_SCH9_4M","Y9H_SCH9_5M","Y9H_SCH9_5etc","Y9H_SCH9_6M","Y9H_SCH10","Y9H_SCH10_1","Y9H_SCH10_2","Y9H_SCH10_2etc","Y9H_SCH11_1","Y9H_SCH11_2","Y9H_SCH11_3","Y9H_SCH12_1","Y9H_SCH12_2","Y9H_SCH13_1","Y9H_SCH13_2","Y9H_SCH13_3","Y9H_SCH13_4","Y9H_SCH13_5","Y9H_SCH13_6","Y9H_SCH14_1_1","Y9H_SCH14_1_2","Y9H_SCH14_2_1","Y9H_SCH14_2_2","Y9H_SCH14_3_1","Y9H_SCH14_3_2","Y9H_SCH14_4_1","Y9H_SCH14_4_2","Y9H_SCH14_5_1","Y9H_SCH14_5_2","Y9H_SCH14_6etc","Y9H_SCH14_6_1","Y9H_SCH14_6_2","Y9H_SCH15","Y9H_SCH15_1_1","Y9H_SCH15_1_2","Y9H_SCH15_1_3","Y9H_SCH15_1_4","Y9H_SCH15_1_5","Y9H_SCH15_1_6","Y9H_SCH16","Y9H_SCH16_1","Y9H_SCH16_1etc","Y9H_SCH16_2","Y9H_SCH16_3","Y9H_SCH17_1","Y9H_SCH17_2","Y9H_SCH17_3","Y9H_SCH17_4","Y9H_SCH17_5","Y9H_SCH17_6","Y9H_SCH17_7","Y9H_SCH17_8","Y9H_SCH17_9","Y9H_SCH18_1","Y9H_SCH18_2","Y9H_SCH18_3","Y9H_SCH18_4","Y9H_SCH18_5","Y9H_SCH18_6","Y9H_SCH18_7","Y9H_SCH18_8","Y9H_SCH19_1","Y9H_SCH19_2","Y9H_SCH19_3","Y9H_SCH19_4","Y9H_SCH19_5","Y9H_SCH19_6","Y9H_SCH19_7","Y9H_SCH19_8","Y9H_SCH20_1","Y9H_SCH20_2","Y9H_SCH20_3","Y9H_SCH20_4","Y9H_SCH20_5","Y9H_SCH20_6"
335.0,1,1,3,1,2,1,2,1,2,1,1,2,2,2,2,1,2,1,2,2,2,,,260.0,143.0,117.0,27.0,32.0,6.0,3.0,55.0,15.0,1.0,0.0,24.0,15.0,9.0,7.0,13.57,33.0,21.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,,75.3,10.3,0.0,3.4,0.0,11.0,0,0,0,0,0,0,0,0,,1,2,,1,,5,5,5,5,5,59.0,15.0,4.0,4.0,0.0,82.0,,,,,,,,,,,"전문상담교사(계약직)",1.0,,1,1,1,1,1,1,2,1,7,7,68.0,210.0,1,1,1,1,1,1,1,1,1,120.0,123.0,0.0,17.0,0.0,0.0,0.0,25.0,27.8,60.0,0.0,5.6,0.0,0.2,0.0,6.4,,,,,,
336.0,1,1,3,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,,304.0,150.0,154.0,12.0,11.0,1.0,,66.0,11.0,1.0,0.0,27.0,22.0,13.0,3.0,13.0,46.0,20.0,,2.0,,,6.0,1.0,,,,,,,,1.0,1.0,9.0,,,,,,,,,,,,,,,70.0,12.0,,,,18.0,0,0,0,0,0,0,0,0,,1,1,2,-999,,5,5,5,5,5,40.0,6.0,4.0,4.0,,,,,1.0,15.0,,,,,,,,,,1,1,1,1,1,2,2,1,7,,65.0,33.0,1,1,1,1,1,2,1,1,1,153.0,201.0,,11.0,,,,54.0,20.0,70.0,,5.0,,,,5.0,,,,,,
337.0,1,1,3,1,2,2,2,2,1,2,1,2,2,1,1,1,1,1,2,1,1,2,,238.0,129.0,109.0,24.0,47.0,2.0,1.0,56.0,15.0,,,30.0,17.0,3.0,6.0,11.05,21.0,33.0,2.0,2.0,,,2.0,,,,,,,,,,1.0,8.0,,,,,,,,,,,,,,,62.4,27.6,,3.1,,6.9,3,3,3,0,0,0,1,0,"상담",0,1,2,-999,,5,5,5,5,5,46.0,20.0,15.0,25.0,3.0,,1.0,20.0,,,,,,,,,,,,1,1,2,2,1,2,1,1,7,8,69.0,17.5,1,1,1,1,1,1,1,1,1,92.0,103.0,,9.0,,1.0,83.0,,43.0,42.0,,10.0,,,5.0,,,,,,,
338.0,1,1,3,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,,,255.0,131.0,124.0,20.0,29.0,7.0,6.0,67.0,14.0,1.0,0.0,31.0,16.0,14.0,6.0,12.68,44.0,23.0,,2.0,,,2.0,,,,,,,,,1.0,1.0,7.0,,,,,,1.0,,,,,,,,,80.61,6.53,6.71,1.76,0.0,4.39,2,2,2,0,1,0,0,0,,0,1,3,-999,,5,4,4,5,5,13.0,10.0,11.0,8.0,1.0,15.0,1.0,16.0,,,,,,,,,,,,1,1,1,2,1,1,2,1,7,10,73.0,37.5,1,1,1,1,1,1,1,1,1,112.0,90.0,1.0,1.0,,,65.0,8.0,30.6,56.9,0.0,3.5,0.0,0.4,8.6,0.0,,,,,,
339.0,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,350.0,190.0,160.0,33.0,20.0,14.0,1.0,65.0,19.0,1.0,1.0,47.0,15.0,15.0,9.0,13.0,58.0,28.0,0.0,,0.0,,1.0,2.0,,,,,,,,1.0,1.0,9.0,,,,,,1.0,1.0,1.0,,,,,,,85.2,4.6,,3.7,,6.5,2,2,2,0,1,0,0,0,,0,1,2,-999,,3,3,3,2,2,29.0,,21.0,,,22.0,1.0,20.0,,,,,,,,,,,,1,1,1,1,2,2,1,1,7,12,86.0,20.0,1,1,1,1,1,1,1,1,1,142.0,194.0,,,3.0,,,87.0,23.0,71.0,1.0,2.0,2.23,,0.29,,,,,,,
341.0,2,1,3,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,1,,,-999,,,,,,,,,,,,,,,,,,,,,,,"순회교사",1.0,1.0,1,1,1,1,1,1,2,1,7,,35.0,30.0,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
342.0,1,2,3,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,,303.0,109.0,194.0,10.0,18.0,11.0,2.0,66.0,12.0,1.0,0.0,33.0,23.0,7.0,3.0,10.81,53.0,23.0,2.0,,,,2.0,,,1.0,,,,,,,,8.0,,,,,,,,,,,,,1.0,"급식보조 (배식)원",54.0,8.4,,3.3,,34.3,0,0,0,0,0,0,0,0,,1,1,2,-999,,5,5,5,5,5,11.0,4.0,5.0,10.0,1.0,,1.0,13.0,,,,,,,,,,,,,,,,,,,1,7,9,69.0,30.0,1,1,1,1,1,1,1,1,1,45.0,220.0,,,,,,51.0,11.0,84.0,1.0,2.0,0.0,0.0,1.0,1.0,,,,,,
343.0,2,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2,,161.0,,161.0,,,,,48.0,4.0,1.0,,5.0,10.0,33.0,,22.0,40.0,6.0,2.0,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,76.0,1.0,0.0,9.0,1.0,13.0,1,1,1,0,1,0,0,0,,0,1,2,-999,,3,3,3,3,3,13.0,14.0,2.0,12.0,,4.0,,,1.0,1.0,,1.0,,,,,,,,2,,,,,,,1,6,,39.0,15.0,1,1,1,1,1,1,1,1,1,20.0,50.0,,15.0,10.0,,55.0,,10.0,60.0,,10.0,10.0,,10.0,,,,,,,
344.0,2,1,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,,286.0,163.0,123.0,10.0,15.0,,,62.0,8.0,1.0,,11.0,28.0,21.0,10.0,20.0,53.0,15.0,2.0,2.0,,2.0,4.0,,,,,,,,,,1.0,12.0,,,,,,,2.0,2.0,,,,,,,73.7,2.3,,2.9,0.1,21.0,0,0,0,0,0,0,0,0,,1,1,2,-999,,5,4,3,2,2,23.0,8.0,12.0,3.0,13.0,4.0,,,,,2.0,2.0,,,,,,,,2,,,,,,,1,,15,70.0,30.0,1,1,1,1,1,1,1,1,1,91.0,190.0,4.0,,42.0,,,,15.0,80.0,,,5.0,,,,,,,,,
345.0,1,1,3,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,,,310.0,160.0,150.0,38.0,23.0,6.0,4.0,70.0,19.0,1.0,0.0,3.0,26.0,26.0,14.0,21.43,29.0,41.0,0.0,2.0,0.0,0.0,1.0,2.0,,,,,,,,1.0,1.0,8.0,,1.0,,,,1.0,1.0,1.0,,,,1.0,,,40.0,20.0,0.0,10.0,0.0,30.0,2,2,2,0,1,1,0,0,,0,2,,1,,2,2,2,3,3,21.0,9.0,10.0,14.0,2.0,22.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1,1,1,2,2,1,2,1,7,19,86.0,345.0,1,1,1,1,1,1,1,1,1,222.0,85.0,0.0,102.0,95.0,0.0,,7.0,20.0,20.0,0.0,57.1,0.0,0.0,0.0,2.9,15.22,15.22,15.22,15.22,0.0,0.0
346.0,1,1,3,2,1,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,,,,370.0,197.0,173.0,6.0,12.0,4.0,1.0,75.0,7.0,1.0,0.0,12.0,41.0,13.0,5.0,16.49,42.0,33.0,0.0,1.0,,,1.0,2.0,,1.0,,,,,,1.0,1.0,9.0,,1.0,,,,,,1.0,,,,,4.0,"사회복무요원 2, 특수운영직군 숙직1, 청소1",75.4,13.7,0.0,3.1,0.0,7.8,2,2,2,0,1,0,0,0,,0,2,,6,"코로나로 인한 감축",5,5,5,5,5,16.0,7.0,6.0,2.0,5.0,,,,1.0,,,,,,,,,,,1,1,1,2,1,1,1,1,7,9,76.0,271.0,1,1,1,1,1,1,1,1,1,199.0,434.0,,,,,,,40.0,60.0,,,,,,,,,,,,
347.0,1,1,3,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,,254.0,136.0,118.0,5.0,10.0,1.0,,52.0,11.0,1.0,,11.0,27.0,10.0,4.0,16.4,26.0,24.0,2.0,2.0,,,1.0,,,,,,,,,1.0,1.0,8.0,,1.0,,,,1.0,,1.0,,,,,1.0,"영어회화전문강사",83.8,7.8,0.0,4.25,0.0,4.15,2,2,2,0,1,0,0,0,,0,2,,1,,4,4,4,5,5,34.0,3.0,3.0,1.0,,10.0,,,1.0,5.0,,,,,,,,,,1,1,1,1,1,1,2,1,7,8,60.0,17.0,1,1,1,1,1,1,1,1,1,59.0,191.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,79.0,1.0,,,,,,,,,,,
348.0,1,1,3,2,1,,,,,,,2,,,,,,,,,,,,242.0,128.0,114.0,4.0,19.0,2.0,0.0,50.0,8.0,1.0,0.0,8.0,24.0,12.0,6.0,16.0,24.0,25.0,,2.0,,,1.0,,,,,,,,,1.0,1.0,8.0,,,,,,1.0,,1.0,,,,,,,79.7,14.3,0.25,4.5,0.0,1.25,2,2,0,0,0,1,0,0,,0,2,,1,,4,4,4,5,5,36.0,14.0,8.0,20.0,,,1.0,100.0,,,,,,,,,,,,1,1,1,2,1,1,2,1,,10,56.0,15.0,1,1,1,1,1,1,1,1,1,56.0,148.0,,2.0,,,72.0,,10.0,85.0,,3.0,2.0,,,,,,,,,
349.0,1,1,3,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,,,,,,,,0.0,0.0,59.0,13.0,1.0,1.0,16.0,30.0,21.0,7.0,,,,,2.0,,,2.0,,,,,,,,,,11.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,1,2,,1,,1,1,1,1,1,,,,,,,1.0,,,,,,,,,,,,,1,1,2,1,1,2,2,1,7,8,73.0,15.0,1,1,1,1,2,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,
350.0,1,2,3,1,2,1,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,,,295.0,146.0,149.0,15.0,12.0,9.0,0.0,55.0,15.0,1.0,0.0,14.0,19.0,14.0,8.0,18.9,25.0,30.0,0.0,2.0,,,2.0,,,,,,,,,,1.0,8.0,,,,,,,1.0,,,,,,,,79.0,9.5,0.5,3.5,0.0,7.5,0,0,0,0,0,0,0,0,,1,2,,1,,5,5,5,5,5,43.0,8.0,3.0,2.0,1.0,4.0,1.0,30.0,,,,,,,,,,,,,,,,,,,1,7,8,67.0,20.0,1,1,1,1,1,1,1,1,1,78.0,166.0,0.0,0.0,1.0,1.0,,,22.0,76.0,,1.0,,,1.0,,,,,,,
351.0,1,1,3,1,2,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,2,,246.0,135.0,111.0,19.0,9.0,9.0,1.0,47.0,11.0,1.0,0.0,4.0,13.0,21.0,9.0,20.0,32.0,15.0,,3.0,,,1.0,,,,,,,,,1.0,1.0,7.0,,,,,,1.0,,,,,,,,,70.12,12.19,0.03,3.9,,13.76,2,2,2,0,0,0,0,0,,1,2,,1,,3,3,3,4,4,46.0,14.0,9.0,,,,1.0,18.0,,,,,,,,,,,,1,2,2,2,1,1,2,1,7,,60.0,45.0,1,1,1,1,2,2,1,2,2,84.0,190.0,,,,,,,20.0,80.0,,,,,,,,,,,,
352.0,1,1,3,2,1,2,2,1,2,1,1,1,2,1,2,2,2,1,2,1,2,,,273.0,120.0,153.0,19.0,22.0,8.0,2.0,61.0,7.0,1.0,0.0,31.0,27.0,9.0,3.0,13.0,52.0,18.0,,2.0,,,2.0,,,,,,,,,,1.0,8.0,,,,,,,1.0,,,,,,,,79.7,10.7,0.0,7.8,0.0,1.8,0,0,0,0,0,0,0,0,,1,2,,1,,3,3,3,4,4,46.0,13.0,7.0,3.0,,,1.0,20.0,,,,,,,,,,,,1,,,,1,,,1,5,,42.0,105.0,1,1,1,1,1,1,1,2,1,85.0,150.0,,72.0,,,,39.0,50.0,50.0,,,1.0,,,,,,,,,
353.0,1,1,3,2,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,,,,,27.0,7.0,3.0,1.0,66.0,9.0,1.0,0.0,15.0,30.0,17.0,2.0,15.5,17.0,21.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,,,,,,,1.0,1.0,8.0,,,,,,,,,,,,,4.0,"4(사서보조1, 시설당직원1, 시설미화원2)",81.0,11.0,,1.2,,6.8,0,0,0,0,0,0,0,0,,1,1,2,-999,,5,4,3,4,4,27.0,14.0,10.0,5.0,0.0,21.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,,2,,,,,,,1,,,56.0,15.0,1,1,1,1,1,1,1,1,1,81.0,149.0,0.0,6.0,0.0,0.0,0.0,91.0,26.2,45.0,0.0,1.8,0.0,0.0,0.0,27.0,,,,,,
354.0,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,,367.0,336.0,31.0,60.0,32.0,4.0,4.0,100.0,16.0,1.0,1.0,24.0,31.0,28.0,17.0,18.5,48.0,48.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,,89.57,7.76,0.01,1.67,0.0,0.99,0,0,0,0,0,0,0,0,,1,2,,1,,4,4,4,0,0,8.0,21.0,17.0,40.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,1,7,10,113.0,22.0,1,1,1,1,1,1,2,2,2,23.0,6.0,,250.0,40.0,,124.0,,5.0,5.0,,60.0,20.0,,10.0,,20.0,,,,,
355.0,1,1,2,2,1,,,,,,,2,,,,,,,,,,,,251.0,,251.0,,,,,57.0,15.0,1.0,,26.0,24.0,10.0,12.0,16.67,44.0,26.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,3.0,"특수운영직(당직 1, 청소2)",74.8,8.4,0.5,3.9,0.0,12.4,0,0,0,,,,,,,,2,,2,,4,4,4,2,2,61.0,10.0,2.0,8.0,0.0,7.0,1.0,10.0,,,,,,,,,,,,,,,,,,,1,7,10,69.0,30.0,1,1,1,1,1,1,1,1,1,111.0,170.0,2.0,42.0,,,,82.0,35.0,55.0,1.0,6.4,,,,2.6,,,,,,
357.0,1,1,3,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,,266.0,147.0,119.0,22.0,15.0,3.0,3.0,70.0,3.0,1.0,,14.0,34.0,18.0,4.0,17.0,41.0,28.0,1.0,2.0,,,2.0,,,,,,,,,1.0,1.0,8.0,,,,,,,1.0,,,,,,,,86.51,10.38,0.09,3.02,,,0,0,0,0,0,0,0,0,,1,1,2,-999,,4,4,4,3,0,24.0,13.0,11.0,8.0,,14.0,1.0,20.0,,,,,,,,,,,,,,,,,,,1,7,10,70.0,30.0,1,1,1,1,1,1,1,2,1,95.0,127.0,1.0,10.0,,3.0,40.0,8.0,35.0,52.0,,5.0,,3.0,,5.0,,,,,18.0,
358.0,1,2,3,1,,,,1,,,1,2,,,1,,,,,,,,,255.0,123.0,132.0,14.0,11.0,4.0,1.0,61.0,6.0,,0.0,12.0,29.0,18.0,2.0,16.88,36.0,24.0,1.0,2.0,,,2.0,,,,,,,,,1.0,1.0,8.0,,,,,,1.0,1.0,,,,,,1.0,"각급 학교 내 장애인 일자리 사업근로자",71.0,12.5,,3.0,,13.5,2,2,2,0,1,0,0,0,,0,2,,1,,5,5,5,5,5,42.0,2.0,6.0,9.0,1.0,31.0,1.0,10.0,,,,,,,,,,,,1,1,1,2,2,2,2,1,7,8,65.0,210.0,1,1,1,1,1,1,1,1,1,62.0,187.0,,17.0,,,37.0,,18.0,74.0,0.6,0.4,,,4.0,3.0,,,,,,
359.0,1,1,2,2,1,,,1,,1,1,2,,,1,,,1,,,,,,314.0,,314.0,19.0,15.0,2.0,3.0,71.0,7.0,1.0,,28.0,20.0,14.0,9.0,14.59,49.0,22.0,,2.0,,,,2.0,,1.0,,,,,,1.0,1.0,9.0,,,,,,1.0,1.0,2.0,,,,,,,66.0,16.0,0.0,2.9,0.0,15.1,0,0,0,,,,,,,,,,-999,,4,3,3,1,1,76.0,14.0,3.0,8.0,4.0,3.0,1.0,10.0,,,,,,,,,,,,1,1,1,1,1,1,2,1,7,8,76.0,,1,1,1,1,1,2,1,2,1,40.0,320.0,,15.0,,,,28.0,,90.0,,,10.0,,,,,,,,,
360.0,1,2,3,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,260.0,117.0,143.0,6.0,8.0,2.0,0.0,56.0,8.0,1.0,0.0,45.0,9.0,7.0,5.0,9.62,44.0,22.0,1.0,1.0,2.0,,2.0,,,,,,,,,1.0,1.0,8.0,,,,,,1.0,1.0,,,,,,,,0.0,12.0,0.0,72.0,0.0,16.0,0,0,0,0,0,0,0,0,,1,2,,3,,3,3,3,2,2,62.0,7.0,6.0,2.0,0.0,6.0,1.0,20.0,,,,,,,,,,,,1,1,1,1,1,1,2,1,3,,64.0,15.0,1,1,1,1,1,1,1,1,1,59.0,173.0,0.0,0.0,0.0,0.0,46.0,0.0,21.0,62.0,0.0,0.0,0.0,0.0,16.0,0.0,,,,,,
363.0,1,1,3,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,,275.0,115.0,160.0,2.0,2.0,3.0,0.0,51.0,12.0,1.0,0.0,18.0,22.0,8.0,4.0,14.3,33.0,16.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,38.8,5.7,0.0,2.1,0.0,53.4,0,0,0,0,0,0,0,0,,1,1,1,-999,,5,5,5,5,5,25.0,15.0,5.0,5.0,0.0,2.0,0.0,,1.0,17.5,0.0,,0.0,,0.0,,,0.0,,1,1,1,1,1,1,2,1,7,7,58.0,137.0,1,1,1,1,1,1,2,1,1,3.0,174.0,1.0,0.0,0.0,0.0,117.0,1.0,0.0,99.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,
364.0,1,1,3,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,,,330.0,140.0,190.0,9.0,7.0,6.0,0.0,56.0,11.0,1.0,0.0,17.0,21.0,15.0,1.0,14.5,27.0,16.0,1.0,2.0,,,2.0,,,,,,,,,,1.0,9.0,,1.0,,,,,,,,,,,,,69.5,14.8,0.0,4.0,0.0,11.7,2,2,2,0,1,1,0,0,,0,2,,1,,5,5,5,5,5,7.0,6.0,8.0,7.0,2.0,20.0,,,1.0,20.0,,,,,,,,,,2,,,,,,,1,7,7,67.0,30.0,1,1,1,1,1,1,1,1,1,79.0,119.0,0.0,0.0,0.0,0.0,0.0,110.0,20.4,51.3,0.0,0.0,0.0,0.0,0.0,28.4,,,,,,
400.0,1,1,3,1,,,,1,1,1,1,1,,,,,1,1,,1,2,,,351.0,173.0,178.0,15.0,30.0,6.0,4.0,75.0,10.0,1.0,,10.0,35.0,21.0,9.0,8.9,42.0,33.0,0.0,2.0,,,1.0,1.0,,,,,,,,,1.0,9.0,,1.0,,,,1.0,,,,,,,4.0,"시설미화원, 시설당직원. 시설관리(지방공무원 결원대체), 장애인 일자리 사업(행정보조)",72.0,15.0,0.0,3.0,0.0,10.0,0,0,0,,,,,,,,1,2,-999,,5,5,5,5,5,91.0,19.0,4.0,4.0,0.0,0.0,,,1.0,25.0,,,,,,,,,,1,1,1,1,1,1,2,1,7,,83.0,30.0,1,1,1,1,1,1,1,1,1,144.0,170.0,,,,,,,35.0,45.0,,,,,,,,,,,,
401.0,1,1,3,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,"교과중점학교",294.0,137.0,157.0,18.0,22.0,8.0,0.0,53.0,14.0,1.0,0.0,17.0,22.0,11.0,3.0,14.0,44.0,9.0,,2.0,,,2.0,,,,,,,,,1.0,1.0,8.0,,1.0,,,,1.0,,1.0,,,,,,,79.3,14.2,0.0,5.3,0.0,1.2,2,2,2,0,0,0,0,0,,1,2,,1,,4,4,5,5,5,21.0,10.0,5.0,4.0,0.0,14.0,,,1.0,10.0,,,,,,,,,,1,2,2,1,1,1,2,1,,8,63.0,17.5,1,1,1,1,1,2,1,2,1,104.0,126.0,0.0,0.0,0.0,5.0,0.0,85.0,32.5,39.4,0.0,0.0,0.0,1.6,,26.5,,,,,,
402.0,1,1,3,2,1,2,2,1,2,1,1,2,1,2,1,2,1,1,2,1,2,2,,324.0,161.0,163.0,3.0,14.0,0.0,0.0,68.0,12.0,1.0,0.0,13.0,30.0,17.0,8.0,17.0,27.0,37.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,,,,,,,,1.0,9.0,,1.0,,,,1.0,1.0,,,,,,,,82.0,9.4,0.0,0.3,0.0,8.3,0,0,0,,,,,,,,1,3,-999,,5,5,5,5,5,76.0,12.0,1.0,11.0,3.0,,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,"없음",0.0,0.0,1,1,1,1,1,1,2,1,7,7,54.0,230.0,1,1,1,1,1,1,1,1,1,97.0,232.0,,1.0,,,,154.0,32.0,48.0,,,,,,20.0,,,,,,
403.0,1,2,3,2,,,,1,,1,1,2,,,,,,,,,,1,"과학중점학교",254.0,135.0,119.0,5.0,,5.0,2.0,58.0,8.0,1.0,0.0,35.0,16.0,10.0,6.0,13.0,42.0,21.0,4.0,2.0,,,1.0,1.0,,,,,,,,1.0,1.0,8.0,,,,,,1.0,,,,,,,,,80.1,16.8,1.3,1.9,0.0,0.1,0,0,0,,,,,,,,1,,-999,,4,3,3,1,0,63.0,9.0,5.0,14.0,1.0,3.0,1.0,8.0,1.0,15.0,,,,,,,,,,1,1,1,2,1,1,2,1,,8,64.0,35.0,1,1,1,1,1,1,1,1,1,40.0,193.0,3.0,5.0,0.0,1.0,43.0,0.0,13.0,80.0,0.0,2.0,0.0,0.0,4.0,0.0,,,,,,
404.0,2,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,207.0,89.0,118.0,14.0,10.0,0.0,1.0,46.0,18.0,1.0,0.0,5.0,16.0,22.0,3.0,19.4,21.0,25.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,85.08,9.58,0.07,4.3,0.88,0.09,0,0,0,0,0,0,0,0,,1,2,,1,,5,5,5,1,1,20.0,9.0,5.0,5.0,0.0,8.0,0.0,,1.0,2.0,1.0,,0.0,,0.0,,,0.0,,1,1,1,1,1,1,2,1,7,8,52.0,30.0,1,1,1,1,1,1,1,1,1,57.0,126.0,1.0,9.0,0.0,0.0,0.0,60.0,20.0,80.0,0.0,4.8,0.0,0.0,0.0,0.0,,,,,,
